～倍<div class="hint">～times; ～fold</div>,～ばい,～times; ～fold,<ruby>高<rt>たか</rt></ruby>い <ruby>車<rt>くるま</rt></ruby>が <ruby>安<rt>やす</rt></ruby>い <ruby>車<rt>くるま</rt></ruby>の10 <ruby>倍<rt>ばい</rt></ruby>です。,An expensive car is 10X a cheap car.
妻<div class="hint">wife</div>,つま,wife,<ruby>妻<rt>つま</rt></ruby>が <ruby>工業<rt>こうぎょう</rt></ruby>で <ruby>働<rt>はたら</rt></ruby>いています。,My wife works at a factory.
始める<div class="hint">to start; to begin</div>,はじめる,to start; to begin,<ruby>授業<rt>じゅぎょう</rt></ruby>を <ruby>始<rt>はじ</rt></ruby>めます。,I will start class.
娘<div class="hint">(my) daughter</div>,むすめ,(my) daughter,<ruby>上<rt>うえ</rt></ruby>の <ruby>娘<rt>むすめ</rt></ruby>が12 <ruby>歳<rt>さい</rt></ruby>です。,My older daughter is 12 years old.
嬉しい<div class="hint">happy; glad</div>,うれしい,happy; glad,プレゼントをもらったから <ruby>嬉<rt>うれ</rt></ruby>しかったです。,I was happy because I received a present.
子<div class="hint">child</div>,こ,child,あの <ruby>子<rt>こ</rt></ruby>が <ruby>時々<rt>ときどき</rt></ruby> <ruby>煩<rt>うるさ</rt></ruby>いけど、 <ruby>大体<rt>だいたい</rt></ruby> <ruby>優<rt>やさ</rt></ruby>しいですよ。,That child is sometimes noisy; but mostly kind.
字<div class="hint">character; letter | hand-writing</div>,じ,character; letter | hand-writing,この <ruby>字<rt>じ</rt></ruby>の <ruby>読<rt>よ</rt></ruby>み <ruby>方<rt>かた</rt></ruby>が <ruby>分<rt>わ</rt></ruby>かりますか？,Do you know the reading for this character?
季節<div class="hint">season</div>,きせつ,season,<ruby>雪<rt>ゆき</rt></ruby>が <ruby>降<rt>ふ</rt></ruby>るので、 <ruby>冬<rt>ふゆ</rt></ruby>が <ruby>一番<rt>いちばん</rt></ruby> <ruby>好<rt>す</rt></ruby>きな <ruby>季節<rt>きせつ</rt></ruby>です。,Winter is my favorite season because it snows.
安全<div class="hint">safety; security</div>,あんぜん,safety; security,<ruby>地震<rt>じしん</rt></ruby>があってもここは <ruby>安全<rt>あんぜん</rt></ruby>なので、 <ruby>安心<rt>あんしん</rt></ruby>してください。,This place is safe even if there is an earthquake; so have peack of mind
安心<div class="hint">relief; peace of mind</div>,あんしん,relief; peace of mind,<ruby>地震<rt>じしん</rt></ruby>があってもここは <ruby>安全<rt>あんぜん</rt></ruby>なので、 <ruby>安心<rt>あんしん</rt></ruby>してください。,This place is safe even if there is an earthquake; so have peack of mind
宜しい<div class="hint">good; OK</div>,よろしい,good; OK,<ruby>宜<rt>よろ</rt></ruby>しければ、 <ruby>明日<rt>あした</rt></ruby>の15 <ruby>時<rt>じ</rt></ruby>に <ruby>会<rt>あ</rt></ruby>っていただけませんか？,If it is OK; will you meet me at 15:00 tomorrow?
客<div class="hint">customer; visitor</div>,きゃく,customer; visitor,お <ruby>客<rt>きゃく</rt></ruby>さんが <ruby>来<rt>き</rt></ruby>ているので、お <ruby>茶<rt>ちゃ</rt></ruby>を <ruby>入<rt>い</rt></ruby>れましょう。,The customer has come; so let's make some tea.
家内<div class="hint">(hum) wife | one's family</div>,かない,(hum) wife | one's family,<ruby>家内<rt>かない</rt></ruby>は <ruby>医師<rt>いし</rt></ruby>です。,My wife is a doctor.
寂しい<div class="hint">lonely</div>,さびしい,lonely,<ruby>友達<rt>ともだち</rt></ruby>がいないので <ruby>寂<rt>さび</rt></ruby>しい。,I am lonely because I have no friends.
寄る<div class="hint">to drop by; to make a short visit</div>,よる,to drop by; to make a short visit,<ruby>店<rt>みせ</rt></ruby>に <ruby>寄<rt>よ</rt></ruby>ってから <ruby>帰<rt>かえ</rt></ruby>ります。,I will go home after dropping by the store.
寝坊<div class="hint">oversleeping</div>,ねぼう,oversleeping,<ruby>遅<rt>おく</rt></ruby>れてすみません。 <ruby>今日<rt>きょう</rt></ruby> <ruby>寝坊<rt>ねぼう</rt></ruby>してしまいました。,Sorry I am late.  I overslept today.
寺<div class="hint">temple (Buddhist)</div>,てら,temple (Buddhist),<ruby>明日<rt>あした</rt></ruby> <ruby>寺<rt>てら</rt></ruby>に <ruby>行<rt>い</rt></ruby>く。,I'll go to the temple tomorrow.
専門<div class="hint">speciality; area of expertise</div>,せんもん,speciality; area of expertise,<ruby>珍<rt>めずら</rt></ruby>しい <ruby>病気<rt>びょうき</rt></ruby>なので、この <ruby>病気<rt>びょうき</rt></ruby>を <ruby>専門<rt>せんもん</rt></ruby>にしている <ruby>医者<rt>いしゃ</rt></ruby>の <ruby>方<rt>ほう</rt></ruby>が <ruby>良<rt>い</rt></ruby>いと <ruby>思<rt>おも</rt></ruby>います。,This is a rare disease; so I think a doctor who specializes in it is better.
将来<div class="hint">future</div>,しょうらい,future,<ruby>将来<rt>しょうらい</rt></ruby>にどんな <ruby>仕事<rt>しごと</rt></ruby>をやりたいですか？,What kind of work do you want to do in the future.
尋ねる<div class="hint">to ask; to inquire; to investigate</div>,たずねる,to ask; to inquire; to investigate,<ruby>迷<rt>まよ</rt></ruby>っているとき <ruby>誰<rt>だれ</rt></ruby>かに <ruby>道<rt>みち</rt></ruby>を <ruby>尋<rt>たず</rt></ruby>ねてください。,Please ask someone for directions when you are lost.
小学校<div class="hint">elementary school</div>,しょうがっこう,elementary school,<ruby>家<rt>うち</rt></ruby>の <ruby>子供<rt>こども</rt></ruby>は <ruby>来年<rt>らいねん</rt></ruby> <ruby>小学校<rt>しょうがっこう</rt></ruby>に <ruby>入学<rt>にゅうがく</rt></ruby>します。,My child will enter elementary school next year.
小説<div class="hint">novel; (short) story</div>,しょうせつ,novel; (short) story,<ruby>小説<rt>しょうせつ</rt></ruby>を <ruby>書<rt>か</rt></ruby>くのが <ruby>趣味<rt>しゅみ</rt></ruby>です。,Writing short stories is my hobby.
小鳥<div class="hint">small bird</div>,ことり,small bird,<ruby>公園<rt>こうえん</rt></ruby>に <ruby>小鳥<rt>ことり</rt></ruby>の <ruby>種類<rt>しゅるい</rt></ruby>がたくさんいます。,There are many types of small birds at the park.
届ける<div class="hint">to deliver</div>,とどける,to deliver,<ruby>郵便<rt>ゆうびん</rt></ruby> <ruby>局<rt>きょく</rt></ruby>の <ruby>人<rt>ひと</rt></ruby>に10 <ruby>時<rt>じ</rt></ruby>に <ruby>荷物<rt>にもつ</rt></ruby>を <ruby>届<rt>とど</rt></ruby>けてもらいました。,I had the person from the post office deliver my package at 10:00.
屋上<div class="hint">rooftop</div>,おくじょう,rooftop,あのビルの <ruby>屋上<rt>おくじょう</rt></ruby>から <ruby>見<rt>み</rt></ruby>える <ruby>夜景<rt>やけい</rt></ruby>はきれいですよ。,The nighttime view from the rooftop of that building is beautiful.
展覧会<div class="hint">exhibition</div>,てんらんかい,exhibition,<ruby>有名<rt>ゆうめい</rt></ruby>な <ruby>美術家<rt>びじゅつか</rt></ruby>の <ruby>展覧<rt>てんらん</rt></ruby> <ruby>会<rt>かい</rt></ruby>だから <ruby>行<rt>い</rt></ruby>ってみたい。,I want to try going because it is that famous artist's exhibition.
島<div class="hint">island</div>,しま,island,<ruby>小<rt>ちい</rt></ruby>さい <ruby>島<rt>しま</rt></ruby>だから <ruby>店<rt>みせ</rt></ruby>が1つしかない。,It's a small island so there is only 1 store.
川<div class="hint">river; stream</div>,かわ,river; stream,この <ruby>川<rt>かわ</rt></ruby>に <ruby>魚<rt>さかな</rt></ruby>がたくさんいるから <ruby>釣<rt>つ</rt></ruby>りには <ruby>良<rt>い</rt></ruby>いです。,There are many fish in this river; so it is good for fishing.
工場<div class="hint">factory; plant; mill; workshop</div>,こうじょう、こうば,factory; plant; mill; workshop,<ruby>働<rt>はたら</rt></ruby>いている <ruby>会社<rt>かいしゃ</rt></ruby>は <ruby>新<rt>あたら</rt></ruby>しい <ruby>工場<rt>こうじょう</rt></ruby>をロシアで <ruby>建<rt>た</rt></ruby>てることにした。,The company where I work decided to build a new factory in Russia.
工業<div class="hint">industry; industrial</div>,こうぎょう,industry; industrial,<ruby>繊維<rt>せんい</rt></ruby> <ruby>工業<rt>こうぎょう</rt></ruby>,textile industry
左側<div class="hint">left side</div>,ひだりがわ,left side,<ruby>椅子<rt>いす</rt></ruby>の <ruby>左側<rt>ひだりがわ</rt></ruby>にテーブルがあります。,There is a table on the left side of the chair.
差し上げる<div class="hint">(hum) to give; to offer | to raise</div>,さしあげる,(hum) to give; to offer | to raise,<ruby>誰<rt>だれ</rt></ruby>かに <ruby>物<rt>もの</rt></ruby>を <ruby>差<rt>さ</rt></ruby>し <ruby>上<rt>あ</rt></ruby>げる。,To give something to a someone.
市<div class="hint">city</div>,し,city,この <ruby>市<rt>し</rt></ruby>に4つの <ruby>小学校<rt>しょうがっこう</rt></ruby>しかないです。,There are only 4 elementary schools in this city.
市民<div class="hint">city resident; townspeople</div>,しみん,city resident; townspeople,<ruby>市民<rt>しみん</rt></ruby>なら <ruby>市<rt>し</rt></ruby>に <ruby>税金<rt>ぜいきん</rt></ruby>を <ruby>払<rt>はら</rt></ruby>わないといけません。,If you are a city resident you must pay taxes to the city.
布団<div class="hint">futon</div>,ふとん,futon,<ruby>朝<rt>あさ</rt></ruby> <ruby>御飯<rt>ごはん</rt></ruby>を <ruby>食<rt>た</rt></ruby>べる <ruby>前<rt>まえ</rt></ruby>に <ruby>布団<rt>ふとん</rt></ruby>を <ruby>片付<rt>かたづ</rt></ruby>けなさい。,Clean up the futon before you eat breakfast.
席<div class="hint">seat</div>,せき,seat,<ruby>席<rt>せき</rt></ruby>が <ruby>空<rt>あ</rt></ruby>いていますか？,Are any seats available?
帰り<div class="hint">return; coming back</div>,かえり,return; coming back,<ruby>帰<rt>かえ</rt></ruby>りで <ruby>弁当<rt>べんとう</rt></ruby>を <ruby>買<rt>か</rt></ruby>う。,I will buy a bento on the way home.
店員<div class="hint">clerk; salesperson</div>,てんいん,clerk; salesperson,キムのアルバイトはコンビニの <ruby>店員<rt>てんいん</rt></ruby>です。,Kim's part time job is a convenience store clerk.
建てる<div class="hint">to build; to construct</div>,たてる,to build; to construct,<ruby>働<rt>はたら</rt></ruby>いている <ruby>会社<rt>かいしゃ</rt></ruby>は <ruby>新<rt>あたら</rt></ruby>しい <ruby>工場<rt>こうじょう</rt></ruby>をロシアで <ruby>建<rt>た</rt></ruby>てることにした。,The company where I work decided to build a new factory in Russia.
引き出し<div class="hint">drawer</div>,ひきだし,drawer,<ruby>鍵<rt>かぎ</rt></ruby>が <ruby>引<rt>ひ</rt></ruby>き <ruby>出<rt>だ</rt></ruby>しに <ruby>入<rt>はい</rt></ruby>っていると <ruby>思<rt>おも</rt></ruby>ういます。,I think the keys are in the drawer.
引き出す<div class="hint">to pull out; to bring out; to withdraw</div>,ひきだす,to pull out; to bring out; to withdraw,<ruby>銀行<rt>ぎんこう</rt></ruby> <ruby>口座<rt>こうざ</rt></ruby>からお <ruby>金<rt>かね</rt></ruby>を <ruby>引<rt>ひ</rt></ruby>き <ruby>出<rt>だ</rt></ruby>す。,I will withdraw money from the bank account.
引っ越す<div class="hint">to move; to change residence</div>,ひっこす,to move; to change residence,10 <ruby>月末<rt>がつまつ</rt></ruby>に <ruby>引<rt>ひ</rt></ruby>っ <ruby>越<rt>こ</rt></ruby>す。,I will move at the end of October.
形<div class="hint">form; shape</div>,かたち,form; shape,これはりんごの <ruby>形<rt>かたち</rt></ruby>なのに、オレンジの <ruby>味<rt>あじ</rt></ruby>がします。,This has the shape of an apple; but tastes like an orange.
役に立つ<div class="hint">to be useful</div>,やくにたつ,to be useful,この <ruby>単語<rt>たんご</rt></ruby>リストが <ruby>役<rt>やく</rt></ruby>に <ruby>立<rt>た</rt></ruby>つですね？,This vocabulary list is useful; isn't it?
彼<div class="hint">he; him</div>,かれ,he; him,<ruby>彼<rt>かれ</rt></ruby>はサンドイッチを <ruby>食<rt>た</rt></ruby>べている。,He is eating a sandwich.
彼ら<div class="hint">they (usually male); them</div>,かれら,they (usually male); them,<ruby>彼<rt>かれ</rt></ruby>らは <ruby>強<rt>つよ</rt></ruby>いラグビーチームの <ruby>選手<rt>せんしゅ</rt></ruby>です。,They are players on the strong rugby team.
彼女<div class="hint">she; her | girlfriend</div>,かのじょ,she; her | girlfriend,<ruby>泥棒<rt>どろぼう</rt></ruby>が <ruby>彼女<rt>かのじょ</rt></ruby>の <ruby>車<rt>くるま</rt></ruby>を <ruby>盗<rt>ぬす</rt></ruby>んだ。,The robber stole her car.
御～<div class="hint">honorific prefix</div>,お、ご,honorific prefix,<ruby>御<rt>お</rt></ruby> <ruby>嬢<rt>じょう</rt></ruby> <ruby>様<rt>さま</rt></ruby>,Miss; your daughter
復習<div class="hint">review</div>,ふくしゅう,review,まだ <ruby>覚<rt>おぼ</rt></ruby>えていない <ruby>単語<rt>たんご</rt></ruby>を <ruby>復習<rt>ふくしゅう</rt></ruby>してください。,Please review the vocabulary you have not yet memorized.
心<div class="hint">mind; heart; spirit</div>,こころ,mind; heart; spirit,あの <ruby>切<rt>せつ</rt></ruby>ない <ruby>話<rt>はなし</rt></ruby>を <ruby>聞<rt>き</rt></ruby>いて、 <ruby>心<rt>こころ</rt></ruby>を <ruby>痛<rt>いた</rt></ruby>めた。,My heart broke after hearing that sad story.
心配<div class="hint">worry; concern</div>,しんぱい,worry; concern,<ruby>何<rt>なに</rt></ruby>を <ruby>心配<rt>しんぱい</rt></ruby>していますか？,What are you worried about?
必ず<div class="hint">certainly; without fail</div>,かならず,certainly; without fail,<ruby>出<rt>で</rt></ruby>かける <ruby>前<rt>まえ</rt></ruby>に <ruby>必<rt>かなら</rt></ruby>ず <ruby>電灯<rt>でんとう</rt></ruby>を <ruby>消<rt>け</rt></ruby>してください。,Please turn the lights off without fail before you go out.
必要<div class="hint">necessary</div>,ひつよう,necessary,<ruby>必要<rt>ひつよう</rt></ruby>な <ruby>書類<rt>しょるい</rt></ruby>を <ruby>忘<rt>わす</rt></ruby>れないでください。,Don't forget the necessary documents.
忘れ物<div class="hint">lost article; something forgotten</div>,わすれもの,lost article; something forgotten,<ruby>忘<rt>わす</rt></ruby>れ <ruby>物<rt>もの</rt></ruby>がある,To forget something
怒る<div class="hint">to get angry</div>,おこる,to get angry,そんな <ruby>悪<rt>わる</rt></ruby>いことを <ruby>言<rt>い</rt></ruby>ったら <ruby>先生<rt>せんせい</rt></ruby>が <ruby>怒<rt>おこ</rt></ruby>るよ。,Sensei will get angry if you say sometime bad like that.
怖い<div class="hint">scary; frightening</div>,こわい,scary; frightening,ジョンが <ruby>怒<rt>おこ</rt></ruby>ると <ruby>怖<rt>こわ</rt></ruby>いよ。,John is scary when he gets angry.
思い出す<div class="hint">to recall; to remember</div>,おもいだす,to recall; to remember,この <ruby>写真<rt>しゃしん</rt></ruby>を <ruby>見<rt>み</rt></ruby>て、 <ruby>学生<rt>がくせい</rt></ruby> <ruby>時代<rt>じだい</rt></ruby>を <ruby>思<rt>おも</rt></ruby>い <ruby>出<rt>だ</rt></ruby>しました。,I recalled my school days when I looked at this picture.
